lemma,pos,synonyms,hypernyms
conversion,NN,changeover|conversion|rebirth|spiritual rebirth|transition,transformation|transmutation|shift|calculation|computation|figuring|reckoning|score|redemption|salvation|defense mechanism|defense reaction|defence mechanism|defence reaction|defense|defence|change|alteration|modification|rhetorical device|exchange|interchange
membership,NN,membership|rank,body|relationship
organ,NN,electric organ|electronic organ|Hammond organ|harmonium|organ|pipe organ|reed organ,body part|agency|federal agency|government agency|bureau|office|authority|electronic instrument|electronic musical instrument|periodical|keyboard instrument|wind instrument|wind|instrument
crash,NN,clang|clangor|clangoring|clangour|clank|clash|collapse|crash|smash|wreck,noise|accident|happening|occurrence|occurrent|natural event|hit|hitting|striking|mishap|misadventure|mischance
crash,VB,barge in|break apart|break up|crash|dash|doss|doss down|gate-crash|go down|ram,descend|fall|go down|come down|move|collide|clash|pass|disintegrate|occupy|reside|lodge in|sound|go|intrude|irrupt|hurl|hurtle|cast|change|fail|go bad|give way|die|give out|conk out|break|break down|bed down|bunk down
spot,NN,berth|billet|bit|blot|dapple|daub|fleck|maculation|office|patch|pip|place|point|position|post|situation|slur|smear|smirch|smudge|speckle|spot|spotlight|stain|topographic point|touch,point|section|subdivision|characteristic|blemish|defect|mar|marking|place of business|business establishment|occupation|business|job|line of work|line|attack|small indefinite quantity|small indefinite amount|marker|mark|lamp|playing card|mistake|error|fault
spot,VB,blemish|blob|blot|descry|discern|distinguish|espy|fleck|make out|pick out|recognise|recognize|spot|spy|tell apart,spy|sight|dirty|soil|begrime|grime|colly|bemire|change surface|change|mark
district,NN,district|dominion|territorial dominion|territory,region
creative,JJ,creative|originative,NA
eastern,JJ,easterly|eastern,NA
murder,NN,execution|murder|slaying,homicide
murder,VB,bump off|dispatch|hit|mangle|murder|mutilate|off|polish off|remove|slay,kill|falsify|distort|garble|warp
bird,NN,bird|birdie|boo|Bronx cheer|chick|dame|doll|fowl|hiss|hoot|raspberry|razz|razzing|shuttle|shuttlecock|skirt|snort|wench,vertebrate|craniate|meat|girl|miss|missy|young lady|young woman|fille|cry|outcry|call|yell|shout|vociferation|badminton equipment
Russia,NN,Russia|Russian Federation|Russian Soviet Federated Socialist Republic|Soviet Russia|Soviet Union|Union of Soviet Socialist Republics|USSR,NA
species,NN,species,taxonomic group|taxonomic category|taxon|kind|sort|form|variety
executive,JJ,executive,NA
executive,NN,administrator|executive|executive director,administrator|decision maker|administration|governance|governing body|establishment|brass|organization|organisation|head|chief|top dog
visa,NN,visa,sanction|countenance|endorsement|indorsement|warrant|imprimatur
chief,JJ,chief(a)|main(a)|master(a)|primary(a)|principal(a),NA
chief,NN,boss|chief|chieftain|foreman|gaffer|head|headman|honcho|top dog|tribal chief,leader|supervisor
square,NN,foursquare|lame|public square|second power|square|square toes,rectangle|regular polygon|number|tract|piece of land|piece of ground|parcel of land|parcel|shape|form|simpleton|simple|conservative|conservativist|artifact|artefact|hand tool
square,VB,feather|square|square up,shape|form|multiply|adjust|conform|adapt|position|match|fit|correspond|check|jibe|gibe|tally|agree|settle|paddle|row
square,JJ,hearty|satisfying|solid|square|square(a)|square(p)|straight|straightforward|substantial,NA
previously,RB,antecedently|previously,NA
proposal,NN,marriage offer|marriage proposal|proposal|proposal of marriage|proposition,message|content|subject matter|substance|offer|offering|speech act
Michigan,NN,boodle|Chicago|Great Lakes State|Lake Michigan|MI|Mich.|Michigan|Newmarket|stops|Wolverine State,card game|cards
personnel,NN,force|personnel|personnel department|personnel office|staff office,organization|organisation|department|section
hundred,NN,100|C|century|hundred|one C,large integer
blast,NN,attack|bam|bang|blast|blow|clap|eruption|fire|flack|flak|good time|gust,fly|fly ball|noise|wind|air current|current of air|explosion|detonation|blowup|experience|criticism|unfavorable judgment
blast,VB,blare|blast|boom|crucify|knock down|nail|pillory|savage|shell|shoot|smash,make noise|resound|noise|hit|bombard|bomb|blow|make|create|cut|fire|discharge|knock|criticize|criticise|pick apart|smash|dash|shrivel|shrivel up|shrink|wither
officer,NN,military officer|officeholder|officer|police officer|policeman|ship's officer,serviceman|military man|man|military personnel|official|functionary|holder|lawman|law officer|peace officer|mariner|seaman|tar|Jack-tar|Jack|old salt|seafarer|gob|sea dog
gateway,NN,gateway,entrance|entranceway|entryway|entry|entree
anon,RB,anon,NA
den,NN,den|hideaway|hideout|lair,habitation|hiding place|unit|social unit|room
labor,NN,British Labour Party|childbed|confinement|Department of Labor|DoL|labor|Labor|Labor Department|labor movement|labour|Labour|Labour Party|lying-in|parturiency|project|proletariat|task|toil|trade union movement|travail|undertaking|working class,class|stratum|social class|socio-economic class|work|parturition|birth|giving birth|birthing|reform movement|labor party|labour party|executive department
labor,VB,dig|drive|drudge|fag|grind|labor|labour|moil|push|toil|travail|tug,fight|struggle|work|do work|undergo
delete,VB,blue-pencil|cancel|delete|edit|erase,remove|take|take away|withdraw|take out|censor
November,NN,Nov|November,Gregorian calendar month
exception,NN,elision|exception|exclusion,omission|example|illustration|instance|representative|objection
weekly,JJ,hebdomadal|hebdomadary|weekly,NA
weekly,RB,each week|every week|hebdomadally|weekly,NA
dick,NN,cock|dick|gumshoe|hawkshaw|pecker|prick|putz|shaft|tool,detective|investigator|tec|police detective|penis|phallus|member
affect,VB,affect|bear on|bear upon|dissemble|feign|impact|impress|involve|move|pretend|regard|sham|strike|touch|touch on,change|alter|modify|refer|pertain|relate|concern|come to|bear on|touch|touch on|have to do with|misrepresent|belie
fail,VB,betray|bomb|break|break down|conk out|die|fail|flunk|flush it|give out|give way|go|go bad|go wrong|miscarry|neglect|run out,NA
plane,NN,aeroplane|airplane|carpenter's plane|plane|planer|planing machine|sheet|woodworking plane,heavier-than-air craft|shape|form|degree|level|stage|point|power tool|edge tool|hand tool
plane,VB,plane|shave|skim,cut|glide|smooth|smoothen
close,RB,close|closely|near|nigh|tight,NA
mental,JJ,genial|mental,NA
dust,NN,debris|detritus|dust|junk|rubble,particulate|particulate matter|rubbish|trash|scrap|material|stuff
dust,VB,disperse|dot|dust|scatter|sprinkle,clean|make clean|smear|blur|smudge|smutch|cover|discharge
afford,VB,afford|give|open|yield,spend|expend|drop|supply|provide|render|furnish
graduate,NN,alum|alumna|alumnus|grad|graduate,scholar|scholarly person|bookman|student|measuring instrument|measuring system|measuring device
graduate,JJ,graduate(a)|postgraduate,NA
bottle,NN,bottle|bottleful|feeding bottle|nursing bottle,vessel|containerful
bottle,VB,bottle,store|put|set|place|pose|position|lay
elsewhere,RB,elsewhere,NA
combat,NN,armed combat|combat|fight|fighting|scrap,battle|conflict|fight|engagement|struggle
teach,VB,instruct|learn|teach,inform|habituate|accustom
worldwide,JJ,cosmopolitan|ecumenical|general|global|oecumenical|planetary|universal|world-wide|world(a)|worldwide,NA
chair,NN,chair|chairman|chairperson|chairwoman|death chair|electric chair|hot seat|president|professorship,seat|position|post|berth|office|spot|billet|place|situation|presiding officer|instrument of execution
chair,VB,chair|chairman|lead|moderate,head|lead|hash out|discuss|talk over
postage,NN,postage|postage stamp|stamp,charge|token|item
aid,NN,aid|assist|assistance|attention|care|economic aid|economic assistance|financial aid|financial assistance|help|tending,resource|activity|gift|work
aid,VB,aid|assist|help,support|back up|better|improve|amend|ameliorate|meliorate
Ted,NN,Ted|Teddy boy,tough guy|plug-ugly
threat,NN,menace|scourge|terror|threat,danger|warning|declaration|person|individual|someone|somebody|mortal|soul
Colorado,NN,Centennial State|CO|Colo.|Colorado|Colorado River,NA
skill,NN,accomplishment|acquirement|acquisition|attainment|science|skill,ability|power|ability|power
numerous,JJ,legion(p)|numerous,NA
rev,NN,rev|revolutions per minute|rpm,rate
rev,VB,rev|rev up,increase
architecture,NN,architecture|computer architecture,building|edifice|discipline|subject|subject area|subject field|field|field of study|study|bailiwick|fine arts|beaux arts|profession|structure
camera,NN,camera|photographic camera|television camera|tv camera,photographic equipment|television equipment|video equipment
steel,NN,blade|brand|steel|sword,alloy|metal|weapon|arm|weapon system|sharpener
steel,VB,nerve|steel,brace|poise|cover
math,NN,math|mathematics|maths,science|scientific discipline
finish,VB,cease|complete|eat up|end|end up|fetch up|finish|finish up|land up|polish off|stop|terminate|wind up,end|terminate|act|move|coat|surface|eat
finish,NN,close|coating|conclusion|cultivation|culture|destination|ending|finale|finis|finish|finishing|goal|last|polish|refinement|stopping point,decorativeness|end|ending|perfection|flawlessness|ne plus ultra|terminal|happening|occurrence|occurrent|natural event|downfall|ruin|ruination|taste|taste sensation|gustatory sensation|taste perception|gustatory perception|completion|culmination|closing|windup|mop up
coffee,NN,burnt umber|chocolate|coffee|coffee bean|coffee berry|coffee tree|deep brown|java|umber,beverage|drink|drinkable|potable|tree|seed|brown|brownness
baseball,NN,ball|baseball|baseball game,ball game|ballgame|ball|baseball equipment
relative,JJ,comparative|proportional|relative,NA
relative,NN,congenator|congener|congeneric|relation|relative,person|individual|someone|somebody|mortal|soul|organism|being
diamond,NN,adamant|ball field|baseball diamond|baseball field|diamond|infield|rhomb|rhombus,jewel|gem|precious stone|carbon|C|atomic number 6|transparent gem|parallelogram|playing card|tract|piece of land|piece of ground|parcel of land|parcel|playing field|athletic field|playing area|field
custom,NN,custom|customs|customs duty|impost|tradition|usage|usance,practice|pattern|survival|duty|tariff|trade|patronage
custom,JJ,custom|custom-made,NA
Dallas,NN,Dallas,NA
knight,NN,horse|knight,male aristocrat|chessman|chess piece
knight,VB,dub|knight,ennoble|gentle|entitle
suit,NN,case|causa|cause|courting|courtship|lawsuit|suit|suit of clothes|wooing,garment|proceeding|legal proceeding|proceedings|businessman|man of affairs|entreaty|prayer|appeal|playing card
suit,VB,accommodate|become|befit|beseem|fit|suit,fit|conform to|meet|satisfy|fill|fulfill|fulfil|be|match|correspond|check|jibe|gibe|tally|agree|fancify|beautify|embellish|prettify
lock,NN,curl|ignition lock|lock|lock chamber|ringlet|whorl,fastener|fastening|holdfast|fixing|hair|mechanism|enclosure|restraint|constraint|wrestling hold
lock,VB,engage|interlace|interlock|lock|lock away|lock in|lock up|mesh|operate|put away|shut away|shut up,fasten|fix|secure|move|displace|engage|hold|take hold|embrace|hug|bosom|squeeze|overwhelm|overpower|sweep over|whelm|overcome|overtake|confine|pass|construct|build|make
practical,JJ,hard-nosed|hardheaded|practical|practical(a)|pragmatic|virtual(a),NA
cancer,NN,cancer|Cancer|Cancer the Crab|Crab|genus Cancer|malignant neoplastic disease,malignant tumor|malignant neoplasm|metastatic tumor|person|individual|someone|somebody|mortal|soul|arthropod genus
ancient,JJ,ancient,NA
ancient,NN,ancient|antediluvian,oldster|old person|senior citizen|golden ager|person|individual|someone|somebody|mortal|soul
logical,JJ,coherent|consistent|legitimate|logical|lucid|ordered,NA
angel,NN,angel|Angel|Angel Falls|backer|holy man|holy person|saint,spiritual being|supernatural being|good person|patron|sponsor|supporter
compression,NN,compaction|compressing|compression|concretion|condensation|contraction|densification,concentration|shrinking|shrinkage|encoding|encryption|press|pressure|pressing
participate,VB,enter|participate|take part,act|move
family,NN,category|class|crime syndicate|family|family line|family unit|fellowship|folk|home|house|household|kin|kinfolk|kinsfolk|kinsperson|menage|mob|phratry|sept|syndicate,unit|social unit|kin|kin group|kinship group|kindred|clan|tribe|collection|aggregation|accumulation|assemblage|lineage|line|line of descent|descent|bloodline|blood line|blood|pedigree|ancestry|origin|parentage|stemma|stock|relative|relation|taxonomic group|taxonomic category|taxon|organized crime|gangland|gangdom|association
Seattle,NN,Seattle,NA
mount,VB,bestride|climb|climb on|climb up|get on|go up|hop on|jump on|mount|mount up|put on|ride|rise|wax,attach|increase|fix|prepare|set up|ready|gear up|set|initiate|pioneer|move|rise|lift|arise|move up|go up|come up|uprise|organize|organise|devise|get up|machinate|copulate|mate|pair|couple
mount,NN,backing|climb|mount|mountain|riding horse|saddle horse|setting,horse|Equus caballus|rise|ascent|ascension|ascending|natural elevation|elevation|mounting|layer|bed|strengthener|reinforcement
professor,NN,prof|professor,academician|academic|faculty member
manage,VB,bring off|care|carry off|contend|cope|deal|do|finagle|get by|grapple|handle|make do|make out|manage|negociate|oversee|pull off|superintend|supervise|wangle|wield,NA
